"pers_id","id_no_storting","last_name","first_name","gender","birth_date","death_date","n_periods","periods_served","first_period","last_period","n_parties","parties_id","parties_name","ever_substitute","county_id","county_name","wikidata_id","wikipedia_no","wikipedia_en"
"NO_Ramndal_Lars_1893","LARA","Ramndal","Lars","m","06may1893","08nov1971",5,"1945-49; 1950-53; 1954-57; 1958-61; 1961-65","1945-49","1961-65",1,"V","Venstre",FALSE,"Ro","Rogaland","Q6491699","Lars_Ramndal","Lars_Ramndal"
"NO_Fjeldstad_Lars_1993","LARFJE","Fjeldstad","Lars","m","16jun1993",NA,1,"2025-2029","2025-2029","2025-2029",1,"Sp","Senterpartiet",TRUE,"Ho","Hordaland","Q95980067","NA","NA"
"NO_Fosser_Lars-Vegard_1998","LARFOS","Fosser","Lars Vegard","m","10sep1998",NA,1,"2021-2025","2021-2025","2021-2025",1,"Sp","Senterpartiet",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Grotdal_Lars-Eirik_1982","LARGRO","Grotdal","Lars Eirik","m","13aug1982",NA,1,"2021-2025","2021-2025","2021-2025",1,"SV","Sosialistisk Venstreparti",TRUE,"Tr","Troms",NA,NA,NA
"NO_Haugen_Lars-Magnus-Kvan_2007","LARHAU","Haugen","Lars Magnus Kvan","m","26jul2007",NA,1,"2025-2029","2025-2029","2025-2029",1,"KrF","Kristelig Folkeparti",TRUE,"Te","Telemark",NA,NA,NA
"NO_Henriksen_Lars-Loenberg_1983","LARHEN","Henriksen","Lars Lønberg","m","28apr1983",NA,1,"2025-2029","2025-2029","2025-2029",1,"MDG","Miljøpartiet De Grønne",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Riise_Lauritz-Johan_1910","LARI","Riise","Lauritz Johan","m","02aug1910","30apr1978",1,"1954-57","1954-57","1954-57",1,"H","Høyre",FALSE,"No","Nordland","Q11135193","Lauritz_Riise","Lauritz_Johan_Riise"
"NO_Ligaarden_Lars_1953","LARL","Ligaarden","Lars","m","19jul1953",NA,1,"1993-97","1993-97","1993-97",1,"Sp","Senterpartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Lillefloth_Lars-Erik_1977","LARLIL","Lillefloth","Lars Erik","m","11feb1977",NA,1,"2025-2029","2025-2029","2025-2029",1,"H","Høyre",TRUE,"No","Nordland",NA,NA,NA
"NO_Monsen_Lars-Gustav_1964","LARMON","Monsen","Lars Gustav","m","25mar1964",NA,2,"2021-2025; 2025-2029","2021-2025","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"Ak","Akershus","Q17105244","Lars_Gustav_Monsen","NA"
"NO_Romundstad_Lars-Sverkeson_1885","LARO","Romundstad","Lars Sverkeson","m","12sep1885","30jun1961",1,"1945-49","1945-49","1945-49",1,"B","Bondepartiet",FALSE,"MR","Møre og Romsdal","Q6491738","Lars_Romundstad","Lars_Sverkeson_Romundstad"
"NO_Rashid_Lara_1994","LARR","Rashid","Lara","f","11sep1994",NA,1,"2013-2017","2013-2017","2013-2017",1,"A","Arbeiderpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Rem_Lars_1966","LARREM","Rem","Lars","m","16jun1966",NA,2,"2021-2025; 2025-2029","2021-2025","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"Op","Oppland","Q135937690","Lars_Rem","Lars_Rem"
"NO_Roenholt_Lars-Inge_1970","LARRNH","Rønholt","Lars Inge","m","08jul1970",NA,1,"2021-2025","2021-2025","2021-2025",1,"H","Høyre",TRUE,"Te","Telemark",NA,NA,NA
"NO_Salvesen_Lars-Birger_1972","LARSAL","Salvesen","Lars Birger","m","06may1972",NA,1,"2025-2029","2025-2029","2025-2029",1,"KrF","Kristelig Folkeparti",TRUE,"Ak","Akershus","Q17107070","Lars_Salvesen","NA"
"NO_Sandlund_Lars-Myhr_1999","LARSAN","Sandlund","Lars Myhr","m","28feb1999",NA,1,"2021-2025","2021-2025","2021-2025",1,"Sp","Senterpartiet",TRUE,"NT","Nord-Trøndelag","Q112186428","Lars_Myhr_Sandlund","NA"
"NO_Schult_Laila_1946","LAS","Schult","Laila","f","16may1946",NA,1,"1997-2001","1997-2001","1997-2001",1,"A","Arbeiderpartiet",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Saetrevik_Lars_1915","LASE","Sætrevik","Lars","m","24jul1915","08sep1983",1,"1965-69","1965-69","1965-69",1,"A","Arbeiderpartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Fredheim_Lasse-Anfinsen_1996","LASFRE","Fredheim","Lasse Anfinsen","m","12jul1996",NA,1,"2025-2029","2025-2029","2025-2029",1,"H","Høyre",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Haugen_Lasse_1975","LASHAU","Haugen","Lasse","m","14jun1975",NA,1,"2025-2029","2025-2029","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Sigmundstad_Lars_1943","LASI","Sigmundstad","Lars","m","29aug1943",NA,2,"1969-73; 1973-77","1969-73","1973-77",1,"Sp","Senterpartiet",TRUE,"Ro","Rogaland","Q6491721","NA","Lars_Sigmundstad"
"NO_Skjoelaas_Lars_1933","LASK","Skjølaas","Lars","m","14aug1933","21jul2011",1,"1977-81","1977-81","1977-81",1,"A","Arbeiderpartiet",TRUE,"Op","Oppland","Q17107383","Lars_Skjølaas","Lars_Skjølaas"
"NO_Storhaug_Lars_1935","LASO","Storhaug","Lars","m","28sep1935",NA,2,"1981-85; 1985-89","1981-85","1985-89",1,"H","Høyre",TRUE,"Ro","Rogaland","Q16760921","Lars_Storhaug","Lars_Storhaug"
"NO_Sirevaag_Lauritz-Bernhard_1926","LASR","Sirevaag","Lauritz Bernhard","m","14mar1926","11nov2016",2,"1969-73; 1973-77","1969-73","1973-77",1,"H","Høyre",FALSE,"Ro","Rogaland","Q6501880","Lauritz_B._Sirevaag","Lauritz_Bernhard_Sirevaag"
"NO_Smith-Soerensen_Lilli-Agathe_1892","LASS","Smith Sørensen","Lilli Agathe","f","22mar1892","25feb1971",1,"1954-57","1954-57","1954-57",1,"H","Høyre",TRUE,"AA","Aust-Agder",NA,NA,NA
"NO_Steindal_Laila_1932","LAST","Steindal","Laila","f","07dec1932","02aug2021",2,"1981-85; 1985-89","1981-85","1985-89",1,"Sp","Senterpartiet",TRUE,"SF","Sogn og Fjordane","Q108543890","NA","Laila_Steindal"
"NO_Saeter_Lars_1895","LASÆ","Sæter","Lars","m","13may1895","27may1988",2,"1954-57; 1958-61","1954-57","1958-61",1,"KrF","Kristelig Folkeparti",FALSE,"ST","Sør-Trøndelag","Q6491743","Lars_Sæter","Lars_Sæter"
"NO_Thorsen_Laila_1967","LAT","Thorsen","Laila","f","26jun1967",NA,1,"2009-2013","2009-2013","2009-2013",1,"A","Arbeiderpartiet",TRUE,"Ro","Rogaland","Q6473899","Laila_Thorsen","Laila_Thorsen"
"NO_Tangvik_Lars_1902","LATA","Tangvik","Lars","m","23may1902","28jul1991",3,"1954-57; 1958-61; 1965-69","1954-57","1965-69",1,"V","Venstre",TRUE,"ST","Sør-Trøndelag","Q2107244","Lars_Tangvik","Lars_Tangvik"
"NO_Tjelmeland_Lars_1918","LATJ","Tjelmeland","Lars","m","01jul1918","18feb2011",1,"1965-69","1965-69","1965-69",1,"A","Arbeiderpartiet",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Tjoennheim_Lars_1934","LATØ","Tjønnheim","Lars","m","07jun1934","22mar2021",1,"1981-85","1981-85","1981-85",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Velsand_Lars_1941","LAVE","Velsand","Lars","m","09sep1941",NA,2,"1981-85; 1985-89","1981-85","1985-89",1,"Sp","Senterpartiet",FALSE,"Op","Oppland","Q11983356","Lars_Velsand","Lars_Velsand"
"NO_Lyngstad_Lavrans_2006","LAVLYN","Lyngstad","Lavrans","m","22jul2006",NA,1,"2025-2029","2025-2029","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Fi","Finnmark",NA,NA,NA
"NO_Westerboe_Lage_1946","LAWE","Westerbø","Lage","m","29may1946",NA,3,"1973-77; 1977-81; 1985-89","1973-77","1985-89",1,"Sp","Senterpartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Bodd_Leon_1924","LB","Bodd","Leon","m","30jul1924","18mar2014",2,"1977-81; 1997-2001","1977-81","1997-2001",2,"DNF; V","Det Nye Folkepartiet; Venstre",TRUE,"Os","Oslo","Q16322463","Leon_Bodd","NA"
"NO_Balisany_Lozan_1992","LBA","Balisany","Lozan","f","01jun1992",NA,1,"2017-2021","2017-2021","2017-2021",1,"A","Arbeiderpartiet",TRUE,"Ve","Vestfold","Q64216511","NA","NA"
"NO_Jaffery_Lubna-Boby_1980","LBF","Jaffery","Lubna Boby","f","02apr1980",NA,5,"2009-2013; 2013-2017; 2017-2021; 2021-2025; 2025-2029","2009-2013","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Ho","Hordaland","Q6695425","Lubna_Jaffery","Lubna_Jaffery"
"NO_Hammersmark_Leif-Birger_1922","LBH","Hammersmark","Leif Birger","m","26jul1922","28jun2003",1,"1958-61","1958-61","1958-61",1,"KrF","Kristelig Folkeparti",TRUE,"AA","Aust-Agder",NA,NA,NA
"NO_Bjerknesli_Lise-Mari_1988","LBJ","Bjerknesli","Lise Mari","f","04jul1988",NA,1,"2013-2017","2013-2017","2013-2017",1,"Sp","Senterpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Boehler_Lisbeth_1963","LBO","Bøhler","Lisbeth","f","23jul1963",NA,1,"2005-2009","2005-2009","2005-2009",1,"V","Venstre",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Randal_Linda-Beate_1966","LBR","Randal","Linda Beate","f","04feb1966",NA,2,"1997-2001; 2001-2005","1997-2001","2001-2005",1,"A","Arbeiderpartiet",TRUE,"Fi","Finnmark","Q11984074","Linda_Beate_Randal","NA"
"NO_Tvete_Lars-Bjarne_1948","LBT","Tvete","Lars Bjarne","m","04jan1948",NA,1,"2009-2013","2009-2013","2009-2013",1,"H","Høyre",TRUE,"ST","Sør-Trøndelag","Q11983353","Lars_Tvete","NA"
"NO_Christiansen_Lene_1972","LC","Christiansen","Lene","f","27mar1972",NA,1,"2001-2005","2001-2005","2001-2005",1,"FrP","Fremskrittspartiet",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Andersen_Leif-Christian_1985","LCA","Andersen","Leif Christian","m","20aug1985",NA,2,"2013-2017; 2025-2029","2013-2017","2025-2029",1,"Sp","Senterpartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Helleland_Linda-Hofstad_1977","LCH","Helleland","Linda Hofstad","f","26aug1977",NA,6,"2001-2005; 2005-2009; 2009-2013; 2013-2017; 2017-2021; 2021-2025","2001-2005","2021-2025",1,"H","Høyre",TRUE,"ST","Sør-Trøndelag","Q6514654","Linda_Hofstad_Helleland","Linda_Hofstad_Helleland"
"NO_Johansen_Leif-Christian_1978","LCJ","Johansen","Leif Christian","m","21mar1978",NA,1,"2001-2005","2001-2005","2001-2005",1,"KrF","Kristelig Folkeparti",TRUE,"Tr","Troms",NA,NA,NA
"NO_Mathisen_Lene-Cecilie_1969","LCM","Mathisen","Lene Cecilie","f","22jan1969",NA,1,"2009-2013","2009-2013","2009-2013",1,"H","Høyre",TRUE,"Os","Oslo",NA,NA,NA
"NO_Westgaard-Halle_Lene_1979","LCWH","Westgaard-Halle","Lene","f","04jul1979",NA,3,"2005-2009; 2017-2021; 2021-2025","2005-2009","2021-2025",1,"H","Høyre",TRUE,"Ve","Vestfold","Q6522400","Lene_Westgaard-Halle","Lene_Westgaard-Halle"
"NO_Daavoey_Laila_1948","LD","Dåvøy","Laila","f","11aug1948",NA,2,"2005-2009; 2009-2013","2005-2009","2009-2013",1,"KrF","Kristelig Folkeparti",FALSE,"Ho","Hordaland","Q446337","Laila_Dåvøy","Laila_Dåvøy"
"NO_Langemyr_Lene_1979","LDL","Langemyr","Lene","f","13apr1979",NA,1,"2013-2017","2013-2017","2013-2017",1,"FrP","Fremskrittspartiet",TRUE,"AA","Aust-Agder","Q17100831","Lene_Langemyr","NA"
"NO_Anfinnsen_Leif-Erling_1902","LEA","Anfinnsen","Leif Erling","m","10sep1902","17apr1989",1,"1954-57","1954-57","1954-57",1,"A","Arbeiderpartiet",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Andersen_Leif_1945","LEAN","Andersen","Leif","m","07jul1945",NA,1,"1973-77","1973-77","1973-77",1,"A","Arbeiderpartiet",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Blakset_Leiv_1928","LEBL","Blakset","Leiv","m","28dec1928","22may2005",4,"1977-81; 1981-85; 1985-89; 1989-93","1977-81","1989-93",1,"Sp","Senterpartiet",TRUE,"SF","Sogn og Fjordane","Q4559667","Leiv_Blakset","Leiv_Blakset"
"NO_Bothner_Leif_1905","LEBO","Bothner","Leif","m","07may1905","06feb1986",1,"1961-65","1961-65","1961-65",1,"H","Høyre",TRUE,"Tr","Troms","Q11983575","Leif_Bothner","NA"
"NO_Burull_Leif-Bjorholt_1895","LEBU","Burull","Leif Bjorholt","m","29nov1895","18nov1971",1,"1945-49","1945-49","1945-49",1,"H","Høyre",FALSE,"KiHO","Kjøpstedene i Hedmark og Oppland fylker (Gjøvik, Hamar, Kongsvinger, Lillehammer)","Q6519371","Leif_Burull","Leif_Bjorholt_Burull"
"NO_Baerug_Eystein_1923","LEBÆ","Bærug","Eystein","m","29mar1923","01sep1998",1,"1973-77","1973-77","1973-77",1,"V","Venstre",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Christensen_Leif_1968","LEC","Christensen","Leif","m","19oct1968",NA,1,"2017-2021","2017-2021","2017-2021",1,"SV","Sosialistisk Venstreparti",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Eggen_Leif_1969","LEE","Eggen","Leif","m","07mar1969",NA,1,"2017-2021","2017-2021","2017-2021",1,"V","Venstre",TRUE,"NT","Nord-Trøndelag","Q61776483","Leif_Eggen","NA"
"NO_Egaas_Leif-Erik_1959","LEEE","Egaas","Leif Erik","m","10sep1959",NA,1,"2017-2021","2017-2021","2017-2021",1,"H","Høyre",TRUE,"Ro","Rogaland","Q17057760","Leif_Erik_Egaas","NA"
"NO_Erdal_Leiv_1915","LEER","Erdal","Leiv","m","11aug1915","20nov2009",2,"1969-73; 1973-77","1969-73","1973-77",1,"Sp","Senterpartiet",TRUE,"SF","Sogn og Fjordane","Q6520457","NA","Leiv_Erdal"
"NO_Gjessing_Leif_1954","LEG","Gjessing","Leif","m","04mar1954",NA,1,"1997-2001","1997-2001","1997-2001",1,"H","Høyre",TRUE,"He","Hedmark",NA,NA,NA
"NO_Granli_Leif_1909","LEGR","Granli","Leif","m","25sep1909","17mar1988",7,"1945-49; 1950-53; 1954-57; 1958-61; 1961-65; 1965-69; 1969-73","1945-49","1969-73",1,"A","Arbeiderpartiet",FALSE,"NT","Nord-Trøndelag","Q1781188","Leif_Granli","Leif_Granli"
"NO_Groener_Leif_1884","LEGØ","Grøner","Leif","m","12nov1884","17oct1971",1,"1945-49","1945-49","1945-49",1,"H","Høyre",FALSE,"Øs","Østfold","Q6519406","Leif_Grøner","Leif_Grøner"
"NO_Hansen_Leif_1905","LEHA","Hansen","Leif","m","19oct1905","21jul1982",3,"1945-49; 1950-53; 1954-57","1945-49","1954-57",1,"A","Arbeiderpartiet",TRUE,"He","Hedmark","Q55384610","Leif_Hansen_(politiker)","NA"
"NO_Heloee_Leif-Arne_1932","LEHE","Heløe","Leif Arne","m","08aug1932",NA,2,"1965-69; 1969-73","1965-69","1969-73",1,"H","Høyre",TRUE,"Tr","Troms","Q4584681","Leif_Arne_Heløe","Leif_Arne_Heløe"
"NO_Holsen_Leif-O_1921","LEHO","Holsen","Leif O.","m","02dec1921","29nov2014",2,"1973-77; 1977-81","1973-77","1977-81",1,"KrF","Kristelig Folkeparti",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Groennevet_Leiv_1943","LEIG","Grønnevet","Leiv","m","20may1943",NA,1,"1969-73","1969-73","1969-73",1,"H","Høyre",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Hjeltnes_Leif_1944","LEIH","Hjeltnes","Leif","m","17jan1944",NA,1,"1993-97","1993-97","1993-97",1,"FrP","Fremskrittspartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Sande_Leif-Audun_1953","LEIS","Sande","Leif Audun","m","18sep1953",NA,4,"1985-89; 1989-93; 1993-97; 2017-2021","1985-89","2017-2021",2,"SV; A","Sosialistisk Venstreparti; Arbeiderpartiet",TRUE,"Ho","Hordaland","Q11983620","Leif_Sande","Leif_Sande"
"NO_Vasskog_Leif-Goeran_1961","LEIVAS","Vasskog","Leif Gøran","m","02sep1961",NA,1,"2021-2025","2021-2025","2021-2025",1,"PF","Pasientfokus",TRUE,"Fi","Finnmark",NA,NA,NA
"NO_Jensen_Lena_1973","LEJ","Jensen","Lena","f","29jan1973",NA,2,"2001-2005; 2005-2009","2001-2005","2005-2009",1,"SV","Sosialistisk Venstreparti",FALSE,"Tr","Troms","Q6514535","Lena_Jensen","Lena_Jensen"
"NO_Sevland_Leif-J_1961","LEJS","Sevland","Leif J.","m","13sep1961",NA,2,"1985-89; 1993-97","1985-89","1993-97",1,"H","Høyre",TRUE,"Ro","Rogaland","Q6517274","Leif_Johan_Sevland","Leif_Johan_Sevland"
"NO_Kongshaug_Leif-Helge_1949","LEK","Kongshaug","Leif Helge","m","31jul1949",NA,2,"1997-2001; 2005-2009","1997-2001","2005-2009",1,"V","Venstre",FALSE,"MR","Møre og Romsdal","Q6514578","Leif_Helge_Kongshaug","Leif_Helge_Kongshaug"
"NO_Kjoellmoen_Leiv_1930","LEKJ","Kjøllmoen","Leiv","m","15jul1930","08apr2015",2,"1977-81; 1981-85","1977-81","1981-85",1,"A","Arbeiderpartiet",TRUE,"Ro","Rogaland","Q84432453","NA","Leiv_Kjøllmoen"
"NO_Kolflaath_Leif_1927","LEKO","Kolflaath","Leif","m","17feb1927","15dec2001",3,"1961-65; 1965-69; 1969-73","1961-65","1969-73",1,"H","Høyre",TRUE,"No","Nordland","Q6519436","Leif_Kolflaath","Leif_Kolflaath"
"NO_Kristiansen_Leif_1907","LEKR","Kristiansen","Leif","m","20aug1907","20feb1986",1,"1945-49","1945-49","1945-49",1,"A","Arbeiderpartiet",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Nordhaug_Liv_1926","LEN","Nordhaug","Liv","f","12jan1926","03jul2002",1,"1973-77","1973-77","1973-77",1,"KrF","Kristelig Folkeparti",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Arntzen_Lena_1976","LENARN","Arntzen","Lena","f","28oct1976",NA,1,"2021-2025","2021-2025","2021-2025",1,"H","Høyre",TRUE,"No","Nordland",NA,NA,NA
"NO_Hamnes_Lena-Amalie_1970","LENHAM","Hamnes","Lena Amalie","f","01apr1970",NA,1,"2021-2025","2021-2025","2021-2025",1,"A","Arbeiderpartiet",TRUE,"No","Nordland",NA,NA,NA
"NO_Larsgaard_Lene-Vadseth_1999","LENLAR","Larsgård","Lene Vadseth","f","11apr1999",NA,1,"2025-2029","2025-2029","2025-2029",1,"H","Høyre",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Syvertsen_Lene_1971","LENS","Syvertsen","Lene","f","30jul1971",NA,1,"1993-97","1993-97","1993-97",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Oedegaarden_Lars-Erik_1973","LEO","Ødegården","Lars Erik","m","05mar1973",NA,1,"2009-2013","2009-2013","2009-2013",1,"FrP","Fremskrittspartiet",TRUE,"AA","Aust-Agder",NA,NA,NA
"NO_Bafondoko_Leon_1998","LEOBAF","Bafondoko","Leon","m","13jan1998",NA,1,"2025-2029","2025-2029","2025-2029",1,"A","Arbeiderpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Umugiraneza_Leontine_1970","LEOUMU","Umugiraneza","Leontine","f","07feb1970",NA,1,"2025-2029","2025-2029","2025-2029",1,"KrF","Kristelig Folkeparti",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Revheim_Leiv_1914","LERE","Revheim","Leiv","m","14jan1914","30jan2001",1,"1965-69","1965-69","1965-69",1,"A","Arbeiderpartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Stensland_Leiv_1934","LEST","Stensland","Leiv","m","06may1934","03may2020",2,"1985-89; 1989-93","1985-89","1989-93",1,"A","Arbeiderpartiet",FALSE,"Ho","Hordaland","Q6520465","Leiv_Stensland","Leiv_Stensland"
"NO_Tallaksen_Leo_1908","LETA","Tallaksen","Leo","m","19jun1908","18nov1983",1,"1965-69","1965-69","1965-69",1,"V","Venstre",TRUE,"VA","Vest-Agder","Q6524266","Leo_Tallaksen","Leo_Tallaksen"
"NO_Tyse_Leif_1911","LETY","Tyse","Leif","m","10may1911","16mar1972",1,"1945-49","1945-49","1945-49",1,"A","Arbeiderpartiet",TRUE,"Be","Bergen",NA,NA,NA
"NO_Braathen_Lone-Furuhaugen_1972","LF","Bråthen","Lone Furuhaugen","f","05apr1972",NA,1,"1997-2001","1997-2001","1997-2001",1,"FrP","Fremskrittspartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Maasvaer_Leif-Fritjof_1941","LFM","Måsvær","Leif Fritjof","m","29jan1941",NA,1,"1989-93","1989-93","1989-93",1,"KrF","Kristelig Folkeparti",TRUE,"Ro","Rogaland","Q6519445","Leif_Måsvær","Leif_Måsvær"
"NO_Onarheim_Leif-Frode_1934","LFO","Onarheim","Leif Frode","m","23aug1934","09sep2021",1,"2001-2005","2001-2005","2001-2005",1,"H","Høyre",FALSE,"Ak","Akershus","Q6519395","Leif_Frode_Onarheim","Leif_Frode_Onarheim"
"NO_Lie_Lars-Gunnar_1938","LGL","Lie","Lars Gunnar","m","18sep1938","18apr2025",4,"1985-89; 1989-93; 1993-97; 1997-2001","1985-89","1997-2001",1,"KrF","Kristelig Folkeparti",FALSE,"SF","Sogn og Fjordane","Q4586596","Lars_Gunnar_Lie","Lars_Gunnar_Lie"
"NO_Gloppestad_Leidulf_1976","LGLO","Gloppestad","Leidulf","m","17jun1976",NA,1,"2001-2005","2001-2005","2001-2005",1,"Sp","Senterpartiet",TRUE,"SF","Sogn og Fjordane","Q28717840","Leidulf_Gloppestad","NA"
"NO_Jensen_Lilian-Guje-Margaretha_1944","LGMJ","Jensen","Lilian Guje Margaretha","f","29nov1944",NA,1,"1989-93","1989-93","1989-93",1,"H","Høyre",TRUE,"No","Nordland",NA,NA,NA
"NO_Groth_Lars_1948","LGR","Groth","Lars","m","25jul1948",NA,2,"2001-2005; 2009-2013","2001-2005","2009-2013",1,"H","Høyre",TRUE,"Os","Oslo",NA,NA,NA
"NO_Hafstad_Leif_1958","LH","Hafstad","Leif","m","28sep1958",NA,1,"1997-2001","1997-2001","1997-2001",1,"FrP","Fremskrittspartiet",TRUE,"NT","Nord-Trøndelag","Q27229721","Leif_Arne_Hafstad","NA"
"NO_Hanssen_Lars-Joakim_1975","LHA","Hanssen","Lars Joakim","m","22oct1975",NA,2,"2005-2009; 2009-2013","2005-2009","2009-2013",1,"FrP","Fremskrittspartiet",TRUE,"He","Hedmark","Q17094304","Lars_Joakim_Hanssen","NA"
"NO_Halvorsrud_Line_1991","LHAL","Halvorsrud","Line","f","04feb1991",NA,1,"2017-2021","2017-2021","2017-2021",1,"SV","Sosialistisk Venstreparti",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Hauknes_Liv_1956","LHAU","Hauknes","Liv","f","13aug1956",NA,1,"2009-2013","2009-2013","2009-2013",1,"SV","Sosialistisk Venstreparti",TRUE,"No","Nordland","Q17096401","Liv_Hauknes","NA"
"NO_Faye_Ludvig-H_1931","LHF","Faye","Ludvig H.","m","04mar1931","01jun2017",1,"1977-81","1977-81","1977-81",1,"H","Høyre",TRUE,"VA","Vest-Agder","Q16091819","Ludvig_H._Faye","Ludvig_Hope_Faye"
"NO_Holten_Line-Henriette_1971","LHH","Holten","Line Henriette","f","18oct1971",NA,3,"2005-2009; 2009-2013; 2013-2017","2005-2009","2013-2017",1,"KrF","Kristelig Folkeparti",FALSE,"Øs","Østfold","Q6513663","Line_Henriette_Holten","Line_Henriette_Holten_Hjemdal"
"NO_Lien_Liv-Hilde-Vaarvik_1955","LHL","Lien","Liv Hilde Vårvik","f","14apr1955",NA,1,"2001-2005","2001-2005","2001-2005",1,"Sp","Senterpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Holien_Linda_1963","LHO","Holien","Linda","f","03sep1963",NA,1,"2009-2013","2009-2013","2009-2013",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Sandaune_Lill-Harriet_1973","LHS","Sandaune","Lill Harriet","f","27oct1973",NA,5,"2009-2013; 2013-2017; 2017-2021; 2021-2025; 2025-2029","2009-2013","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"ST","Sør-Trøndelag","Q16854141","Lill_Harriet_Sandaune","Lill_Harriet_Sandaune"
"NO_Hustad_Lars-Olav_1966","LHU","Hustad","Lars Olav","m","09aug1966",NA,1,"2017-2021","2017-2021","2017-2021",1,"H","Høyre",TRUE,"MR","Møre og Romsdal","Q11983321","Lars_Olav_Hustad","NA"
"NO_Aasen_Liv_1928","LIAA","Aasen","Liv","f","21sep1928","21aug2005",5,"1969-73; 1973-77; 1977-81; 1981-85; 1985-89","1969-73","1985-89",1,"A","Arbeiderpartiet",FALSE,"ST","Sør-Trøndelag","Q6654147","Liv_Aasen","Liv_Aasen"
"NO_Lee_Liselotte-Aune_1967","LIAL","Lee","Liselotte Aune","f","04apr1967",NA,1,"2017-2021","2017-2021","2017-2021",1,"A","Arbeiderpartiet",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Andersen_Liv_1919","LIAN","Andersen","Liv","f","09aug1919","21mar1997",5,"1965-69; 1969-73; 1973-77; 1977-81; 1981-85","1965-69","1981-85",1,"A","Arbeiderpartiet",TRUE,"Op","Oppland","Q11986523","Liv_Andersen","Liv_Andersen"
"NO_Berg-Hansen_Lisbeth_1963","LIB","Berg-Hansen","Lisbeth","f","14mar1963",NA,3,"1997-2001; 2009-2013; 2013-2017","1997-2001","2013-2017",1,"A","Arbeiderpartiet",TRUE,"No","Nordland","Q462556","Lisbeth_Berg-Hansen","Lisbeth_Berg-Hansen"
"NO_Baklund_Liv-Kirsten_1948","LIBA","Baklund","Liv Kirsten","f","01may1948",NA,1,"1989-93","1989-93","1989-93",1,"A","Arbeiderpartiet",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Bjoergan_Linda_1959","LIBJ","Bjørgan","Linda","f","24jun1959",NA,1,"1985-89","1985-89","1985-89",1,"A","Arbeiderpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Christoffersen_Lise_1955","LIC","Christoffersen","Lise","f","05aug1955",NA,5,"2005-2009; 2009-2013; 2013-2017; 2017-2021; 2021-2025","2005-2009","2021-2025",1,"A","Arbeiderpartiet",FALSE,"Bu","Buskerud","Q4560207","Lise_Christoffersen","Lise_Christoffersen"
"NO_Dominguez_Lidio_1936","LID","Dominguez","Lidio","m","14jul1936","06jul2012",1,"2001-2005","2001-2005","2001-2005",1,"SV","Sosialistisk Venstreparti",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Dokken_Aase-Lilli_1923","LIDO","Dokken","Åse Lilli","f","02dec1923","28mar2015",1,"1965-69","1965-69","1965-69",1,"A","Arbeiderpartiet",TRUE,"Ak","Akershus",NA,NA,NA
