sep=,
"pers_id","id_us_bioguide","last_name","first_name","gender","birth_date","death_date","birth_place_raw","wikidata_id","wikipedia_en","twitter_screen_name","twitter_id"
"US_Hubbard_Joel_1860","H000884","Hubbard","Joel","m","06nov1860",NA,NA,"Q1479890","Joel D. Hubbard",NA,NA
"US_Hulick_George_1833","H000937","Hulick","George","m","29jun1833",NA,NA,"Q5545649","George W. Hulick",NA,NA
"US_Huling_James_1844","H000938","Huling","James","m","24mar1844",NA,NA,"Q1515389","James H. Huling",NA,NA
"US_Hutcheson_Joseph_1842","H001007","Hutcheson","Joseph","m","18may1842",NA,NA,"Q1706748","Joseph C. Hutcheson",NA,NA
"US_Hyde_Samuel_1842","H001024","Hyde","Samuel","m","22apr1842",NA,NA,"Q1775723","Samuel C. Hyde",NA,NA
"US_Johnson_Grove_1841","J000134","Johnson","Grove","m","27mar1841",NA,NA,"Q1547785","Grove L. Johnson",NA,NA
"US_Kem_Omer_1855","K000083","Kem","Omer","m","13nov1855",NA,NA,"Q2023315","Omer M. Kem",NA,NA
"US_Kendall_Joseph_1863","K000095","Kendall","Joseph","m","12may1863",NA,NA,"Q1624820","Joseph M. Kendall",NA,NA
"US_Kiefer_Andrew_1832","K000166","Kiefer","Andrew","m","25may1832",NA,NA,"Q214639","Andrew Kiefer",NA,NA
"US_Kirkpatrick_Snyder_1848","K000238","Kirkpatrick","Snyder","m","21feb1848",NA,NA,"Q2296146","Snyder S. Kirkpatrick",NA,NA
"US_Kyle_John_1851","K000354","Kyle","John","m","17jul1851",NA,NA,"Q1699705","John C. Kyle",NA,NA
"US_Lawson_Thomas_1835","L000146","Lawson","Thomas","m","02may1835",NA,NA,"Q267140","Thomas G. Lawson",NA,NA
"US_Layton_Fernando_1847","L000152","Layton","Fernando","m","11apr1847",NA,NA,"Q5444618","Fernando C. Layton",NA,NA
"US_Le-Fever_Jacob_1830","L000158","Le-Fever","Jacob","m","20apr1830",NA,NA,"Q4068898","Jacob LeFever",NA,NA
"US_Leighty_Jacob_1839","L000233","Leighty","Jacob","m","15nov1839",NA,NA,"Q1677459","Jacob D. Leighty",NA,NA
"US_Leisenring_John_1853","L000235","Leisenring","John","m","03jun1853",NA,NA,"Q6244490","John Leisenring",NA,NA
"US_Leonard_Fred_1856","L000245","Leonard","Fred","m","16feb1856",NA,NA,"Q5494830","Fred C. Leonard",NA,NA
"US_Lewis_John_1841","L000288","Lewis","John","m","14oct1841",NA,NA,"Q1702067","John W. Lewis",NA,NA
"US_Lindsay_William_1835","L000327","Lindsay","William","m","04sep1835",NA,NA,"Q1566559","William Lindsay (Kentucky politician)",NA,NA
"US_Linton_William_1856","L000341","Linton","William","m","04feb1856",NA,NA,"Q2580480","William S. Linton",NA,NA
"US_Lockhart_James_1850","L000391","Lockhart","James","m","02jun1850",NA,NA,"Q250095","James A. Lockhart",NA,NA
"US_Mantle_Lee_1851","M000116","Mantle","Lee","m","13dec1851",NA,NA,"Q1811907","Lee Mantle",NA,NA
"US_McBride_George_1854","M000300","McBride","George","m","13mar1854",NA,NA,"Q1508448","George W. McBride",NA,NA
"US_McCall_John_1859","M000304","McCall","John","m","14aug1859",NA,NA,"Q1670125","John E. McCall",NA,NA
"US_McClure_Addison_1839","M000344","McClure","Addison","m","10oct1839",NA,NA,"Q24217","Addison S. McClure",NA,NA
"US_McCormick_Richard_1832","M000371","McCormick","Richard","m","23may1832",NA,NA,"Q2149261","Richard C. McCormick",NA,NA
"US_McDearmon_James_1844","M000402","McDearmon","James","m","13jun1844",NA,NA,"Q1680122","James C. McDearmon",NA,NA
"US_McGann_Lawrence_1852","M000441","McGann","Lawrence","m","02feb1852",NA,NA,"Q4265005","Lawrence E. McGann",NA,NA
"US_McKenney_William_1851","M000502","McKenney","William","m","02dec1851",NA,NA,"Q1743692","William Robertson McKenney",NA,NA
"US_Meiklejohn_George_1857","M000634","Meiklejohn","George","m","26aug1857",NA,NA,"Q1508683","George de Rue Meiklejohn",NA,NA
"US_Meredith_Elisha_1848","M000647","Meredith","Elisha","m","26dec1848",NA,NA,"Q3251","Elisha E. Meredith",NA,NA
"US_Miles_Joshua_1858","M000706","Miles","Joshua","m","09dec1858",NA,NA,"Q404242","Joshua W. Miles",NA,NA
"US_Miller_Orrin_1856","M000749","Miller","Orrin","m","11jan1856",NA,NA,"Q2031600","Orrin L. Miller",NA,NA
"US_Milnes_Alfred_1844","M000783","Milnes","Alfred","m","28may1844",NA,NA,"Q2645514","Alfred Milnes",NA,NA
"US_Miner_Henry_1842","M000792","Miner","Henry","m","23mar1842",NA,NA,"Q1590652","Henry C. Miner",NA,NA
"US_Morse_Elijah_1841","M001007","Morse","Elijah","m","25may1841",NA,NA,"Q1329360","Elijah A. Morse",NA,NA
"US_Moses_Charles_1856","M001027","Moses","Charles","m","02may1856",NA,NA,"Q1065230","Charles L. Moses",NA,NA
"US_Mozley_Norman_1865","M001056","Mozley","Norman","m","11dec1865",NA,NA,"Q1121674","Norman A. Mozley",NA,NA
"US_Murphy_Everett_1852","M001091","Murphy","Everett","m","24jul1852",NA,NA,"Q5417026","Everett J. Murphy",NA,NA
"US_Murphy_Nathan_1849","M001102","Murphy","Nathan","m","14oct1849",NA,NA,"Q889353","Oakes Murphy",NA,NA
"US_Murray_George_1853","M001106","Murray","George","m","22sep1853",NA,NA,"Q145342","George W. Murray",NA,NA
"US_Neill_Robert_1838","N000025","Neill","Robert","m","12nov1838",NA,NA,"Q2158354","Robert Neill (American politician)",NA,NA
"US_Noonan_George_1828","N000131","Noonan","George","m","20aug1828",NA,NA,"Q1507479","George H. Noonan",NA,NA
"US_Owens_William_1849","O000161","Owens","William","m","17oct1849",NA,NA,"Q1290926","William Claiborne Owens",NA,NA
"US_Patterson_Josiah_1837","P000124","Patterson","Josiah","m","14apr1837",NA,NA,"Q918804","Josiah Patterson",NA,NA
"US_Pendleton_George_1845","P000202","Pendleton","George","m","23apr1845",NA,NA,"Q1294931","George C. Pendleton",NA,NA
"US_Pettigrew_Richard_1848","P000271","Pettigrew","Richard","m","23jul1848",NA,NA,"Q444733","Richard F. Pettigrew",NA,NA
"US_Phillips_Thomas_1835","P000313","Phillips","Thomas","m","23feb1835",NA,NA,"Q7795026","Thomas Wharton Phillips",NA,NA
"US_Pickler_John_1844","P000329","Pickler","John","m","24jan1844",NA,NA,"Q598403","John Pickler",NA,NA
"US_Poole_Theodore_1840","P000429","Poole","Theodore","m","10apr1840",NA,NA,"Q7781882","Theodore L. Poole",NA,NA
"US_Post_Philip_1833","P000457","Post","Philip","m","19mar1833",NA,NA,"Q2086427","Philip S. Post",NA,NA
"US_Price_Andrew_1854","P000521","Price","Andrew","m","02apr1854",NA,NA,"Q506774","Andrew Price (politician)",NA,NA
"US_Raney_John_1849","R000052","Raney","John","m","28sep1849",NA,NA,"Q1700435","John H. Raney",NA,NA
"US_Remann_Frederick_1847","R000161","Remann","Frederick","m","10may1847",NA,NA,"Q5498610","Frederick Remann",NA,NA
"US_Rinaker_John_1830","R000261","Rinaker","John","m","01nov1830",NA,NA,"Q6240616","John I. Rinaker",NA,NA
"US_Robinson_John_1846","R000342","Robinson","John","m","23may1846",NA,NA,"Q13219794","John Buchanan Robinson",NA,NA
"US_Rusk_Harry_1852","R000516","Rusk","Harry","m","17oct1852",NA,NA,"Q1108107","Harry W. Rusk",NA,NA
"US_Russell_Benjamin_1845","R000520","Russell","Benjamin","m","05oct1845",NA,NA,"Q817456","Benjamin E. Russell",NA,NA
"US_Scranton_Joseph_1838","S000192","Scranton","Joseph","m","26jul1838",NA,NA,"Q6280852","Joseph A. Scranton",NA,NA
"US_Settle_Thomas_1865","S000253","Settle","Thomas","m","10mar1865",NA,NA,"Q2427264","Thomas Settle (North Carolina, 53rd–54th Congress)",NA,NA
"US_Sewell_William_1835","S000262","Sewell","William","m","06dec1835",NA,NA,"Q6173660","William J. Sewell",NA,NA
"US_Shaw_John_1859","S000309","Shaw","John","m","16jan1859",NA,NA,"Q1700153","John G. Shaw",NA,NA
"US_Shoup_George_1836","S000382","Shoup","George","m","15jun1836",NA,NA,"Q880826","George L. Shoup",NA,NA
"US_Sorg_Paul_1840","S000679","Sorg","Paul","m","23sep1840",NA,NA,"Q7151515","Paul J. Sorg",NA,NA
"US_Spencer_James_1844","S000726","Spencer","James","m","13sep1844",NA,NA,"Q1604398","James G. Spencer",NA,NA
"US_Stahle_James_1829","S000780","Stahle","James","m","11jan1829",NA,NA,"Q6128670","James A. Stahle",NA,NA
"US_Stephenson_Samuel_1831","S000865","Stephenson","Samuel","m","23dec1831",NA,NA,"Q2218603","Samuel M. Stephenson",NA,NA
"US_Strong_Luther_1838","S001014","Strong","Luther","m","23jun1838",NA,NA,"Q6705605","Luther M. Strong",NA,NA
"US_Taft_Charles_1843","T000007","Taft","Charles","m","21dec1843",NA,NA,"Q1065770","Charles Phelps Taft",NA,NA
"US_Tarsney_John_1845","T000043","Tarsney","John","m","07nov1845",NA,NA,"Q1699598","John C. Tarsney",NA,NA
"US_Thomas_Henry_1843","T000168","Thomas","Henry","m","17dec1843",NA,NA,"Q1606727","Henry F. Thomas",NA,NA
"US_Thurston_John_1847","T000256","Thurston","John","m","21aug1847",NA,NA,"Q1701058","John M. Thurston",NA,NA
"US_Tracewell_Robert_1852","T000340","Tracewell","Robert","m","07may1852",NA,NA,"Q784981","Robert J. Tracewell",NA,NA
"US_Tracey_John_1836","T000342","Tracey","John","m","18sep1836",NA,NA,"Q1701442","John P. Tracey",NA,NA
"US_Treloar_William_1850","T000363","Treloar","William","m","21sep1850",NA,NA,"Q2579830","William M. Treloar",NA,NA
"US_Turner_Henry_1839","T000421","Turner","Henry","m","20mar1839",NA,NA,"Q1606804","Henry G. Turner",NA,NA
"US_Turner_Smith_1842","T000427","Turner","Smith","m","21nov1842",NA,NA,"Q1702388","Smith S. Turner",NA,NA
"US_Tyler_David_1846","T000448","Tyler","David","m","12jul1846",NA,NA,"Q1174513","David Gardiner Tyler",NA,NA
"US_vanHorn_Robert_1824","V000042","vanHorn","Robert","m","19may1824",NA,NA,"Q2158950","Robert T. Van Horn",NA,NA
"US_Walsh_James_1858","W000098","Walsh","James","m","22may1858",NA,NA,"Q1446745","James J. Walsh (New York politician)",NA,NA
"US_Walthall_Edward_1831","W000111","Walthall","Edward","m","04apr1831",NA,NA,"Q369143","Edward C. Walthall",NA,NA
"US_Washington_Joseph_1851","W000181","Washington","Joseph","m","10nov1851",NA,NA,"Q1701429","Joseph E. Washington",NA,NA
"US_Watson_David_1849","W000200","Watson","David","m","18jun1849",NA,NA,"Q5235808","David K. Watson",NA,NA
"US_Willis_Jonathan_1830","W000562","Willis","Jonathan","m","05apr1830",NA,NA,"Q1703296","Jonathan S. Willis",NA,NA
"US_Wilson_George_1840","W000583","Wilson","George","m","22feb1840",NA,NA,"Q5545776","George W. Wilson (politician)",NA,NA
"US_Wilson_John_1850","W000602","Wilson","John","m","07aug1850",NA,NA,"Q742198","John L. Wilson",NA,NA
"US_Wolcott_Edward_1848","W000667","Wolcott","Edward","m","26mar1848",NA,NA,"Q1293143","Edward O. Wolcott",NA,NA
"US_Wood_Benson_1839","W000691","Wood","Benson","m","31mar1839",NA,NA,"Q4890290","Benson Wood",NA,NA
"US_Woodard_Frederick_1854","W000707","Woodard","Frederick","m","12feb1854",NA,NA,"Q946345","Frederick A. Woodard",NA,NA
"US_Woodman_Charles_1844","W000715","Woodman","Charles","m","11mar1844",NA,NA,"Q5083277","Charles W. Woodman",NA,NA
"US_Woomer_Ephraim_1844","W000739","Woomer","Ephraim","m","14jan1844",NA,NA,"Q5382313","Ephraim M. Woomer",NA,NA
"US_Yoakum_Charles_1849","Y000018","Yoakum","Charles","m","10jul1849",NA,NA,"Q1064793","C. H. Yoakum",NA,NA
"US_Brown_Arthur_1843","B000902","Brown","Arthur","m","08mar1843",NA,NA,"Q708776","Arthur Brown (American politician)",NA,NA
"US_Cannon_Frank_1859","C000118","Cannon","Frank","m","25jan1859",NA,NA,"Q5487434","Frank J. Cannon",NA,NA
"US_McKinley_William_1843","M000522","McKinley","William","m","29jan1843",NA,NA,"Q35041","William McKinley",NA,NA
"US_Arnold_William_1851","A000299","Arnold","William","m","15jul1851",NA,NA,"Q8006555","William C. Arnold",NA,NA
"US_Baker_Jehu_1822","B000066","Baker","Jehu","m","04nov1822",NA,NA,"Q6176513","Jehu Baker",NA,NA
"US_Barber_Isaac_1852","B000121","Barber","Isaac","m","26jan1852",NA,NA,"Q423019","Isaac A. Barber",NA,NA
"US_Barlow_Charles_1858","B000149","Barlow","Charles","m","17mar1858",NA,NA,"Q1063454","Charles A. Barlow",NA,NA
"US_Barrett_William_1858","B000180","Barrett","William","m","29dec1858",NA,NA,"Q2578657","William Emerson Barrett",NA,NA
"US_Barrows_Samuel_1845","B000186","Barrows","Samuel","m","26may1845",NA,NA,"Q2218405","Samuel J. Barrows",NA,NA
"US_Beach_Clifton_1845","B000262","Beach","Clifton","m","16sep1845",NA,NA,"Q1101356","Clifton B. Beach",NA,NA
"US_Belden_James_1825","B000325","Belden","James","m","30sep1825",NA,NA,"Q6136633","James J. Belden",NA,NA
"US_Belford_Joseph_1852","B000327","Belford","Joseph","m","05aug1852",NA,NA,"Q129751","Joseph M. Belford",NA,NA
"US_Belknap_Hugh_1860","B000329","Belknap","Hugh","m","01sep1860",NA,NA,"Q4476061","Hugh R. Belknap",NA,NA
"US_Benner_George_1859","B000366","Benner","George","m","13apr1859",NA,NA,"Q5541046","George J. Benner",NA,NA
"US_Bennett_Charles_1863","B000372","Bennett","Charles","m","11dec1863",NA,NA,"Q808629","Charles G. Bennett",NA,NA
"US_Bodine_Robert_1837","B000584","Bodine","Robert","m","17dec1837",NA,NA,"Q2158335","Robert N. Bodine",NA,NA
"US_Booze_William_1862","B000633","Booze","William","m","09jan1862",NA,NA,"Q1107847","William S. Booze",NA,NA
"US_Botkin_Jeremiah_1849","B000654","Botkin","Jeremiah","m","24apr1849",NA,NA,"Q1687533","Jeremiah D. Botkin",NA,NA
"US_Brewster_Henry_1845","B000815","Brewster","Henry","m","07sep1845",NA,NA,"Q13219086","Henry C. Brewster",NA,NA
"US_Broderick_Case_1839","B000856","Broderick","Case","m","23sep1839",NA,NA,"Q1046936","Case Broderick",NA,NA
"US_Brucker_Ferdinand_1858","B000973","Brucker","Ferdinand","m","08jan1858",NA,NA,"Q1405148","Ferdinand Brucker",NA,NA
"US_Callahan_James_1852","C000053","Callahan","James","m","19dec1852",NA,NA,"Q1681329","James Yancy Callahan",NA,NA
"US_Campbell_James_1853","C000089","Campbell","James","m","04may1853",NA,NA,"Q8644736","James R. Campbell (Illinois politician)",NA,NA
"US_Castle_Curtis_1848","C000241","Castle","Curtis","m","04oct1848",NA,NA,"Q1145579","Curtis H. Castle",NA,NA
"US_Clardy_John_1828","C000415","Clardy","John","m","30aug1828",NA,NA,"Q1668192","John D. Clardy",NA,NA
"US_Clark_Samuel_1842","C000452","Clark","Samuel","m","11oct1842",NA,NA,"Q2218601","Samuel M. Clark",NA,NA
"US_Codding_James_1849","C000580","Codding","James","m","08jul1849",NA,NA,"Q13219582","James H. Codding",NA,NA
"US_Colson_David_1861","C000649","Colson","David","m","01apr1861",NA,NA,"Q1174586","David G. Colson",NA,NA
"US_Connolly_James_1843","C000697","Connolly","James","m","08mar1843",NA,NA,"Q6128064","James A. Connolly",NA,NA
"US_Cooke_Edward_1849","C000731","Cooke","Edward","m","17oct1849",NA,NA,"Q5342487","Edward D. Cooke",NA,NA
"US_Cranford_John_9999","C000876","Cranford","John","m",NA,NA,NA,"Q1702044","John W. Cranford",NA,NA
"US_Curtis_George_1844","C001010","Curtis","George","m","01apr1844",NA,NA,"Q1507815","George M. Curtis (Iowa politician)",NA,NA
"US_Davison_George_1855","D000144","Davison","George","m","23mar1855",NA,NA,"Q1507817","George M. Davison",NA,NA
"US_Deboe_William_1849","D000182","Deboe","William","m","30jun1849",NA,NA,"Q1486004","William J. Deboe",NA,NA
"US_Dockery_Alexander_1845","D000384","Dockery","Alexander","m","11feb1845",NA,NA,"Q731930","Alexander M. Dockery",NA,NA
"US_Dorr_Charles_1852","D000436","Dorr","Charles","m","12aug1852",NA,NA,"Q1064138","Charles Dorr",NA,NA
"US_Earle_Joseph_1847","E000009","Earle","Joseph","m","30apr1847",NA,NA,"Q477984","Joseph H. Earle",NA,NA
"US_Evans_Walter_1842","E000260","Evans","Walter","m","18sep1842",NA,NA,"Q2544154","Walter Evans (American politician)",NA,NA
"US_Fenton_Lucien_1844","F000076","Fenton","Lucien","m","07may1844",NA,NA,"Q12057604","Lucien J. Fenton",NA,NA
"US_Fischer_Israel_1858","F000138","Fischer","Israel","m","17aug1858",NA,NA,"Q655558","Israel F. Fischer",NA,NA
"US_Foote_Wallace_1864","F000252","Foote","Wallace","m","07apr1864",NA,NA,"Q7962904","Wallace T. Foote Jr.",NA,NA
"US_Fowler_John_1866","F000323","Fowler","John","m","08sep1866",NA,NA,"Q1483575","John Edgar Fowler",NA,NA
"US_Griffin_Michael_1842","G000464","Griffin","Michael","m","09sep1842",NA,NA,"Q1927594","Michael Griffin (Wisconsin politician)",NA,NA
"US_Gunn_James_1843","G000525","Gunn","James","m","06mar1843",NA,NA,"Q961524","James Gunn (Idaho politician)",NA,NA
"US_Hager_Alva_1850","H000015","Hager","Alva","m","29oct1850",NA,NA,"Q448151","Alva L. Hager",NA,NA
"US_Handy_Levin_1861","H000156","Handy","Levin","m","24dec1861",NA,NA,"Q1749745","L. Irving Handy",NA,NA
"US_Harris_William_1841","H000258","Harris","William","m","29oct1841",NA,NA,"Q1412315","William A. Harris (Kansas politician)",NA,NA
"US_Hartman_Charles_1861","H000300","Hartman","Charles","m","01mar1861",NA,NA,"Q1065971","Charles S. Hartman",NA,NA
"US_Heitfeld_Henry_1859","H000458","Heitfeld","Henry","m","12jan1859",NA,NA,"Q242061","Henry Heitfeld",NA,NA
"US_Henry_Charles_1849","H000503","Henry","Charles","m","01jul1849",NA,NA,"Q1065221","Charles L. Henry",NA,NA
"US_Hicks_Josiah_1844","H000565","Hicks","Josiah","m","01aug1844",NA,NA,"Q6290468","Josiah D. Hicks",NA,NA
"US_Hilborn_Samuel_1834","H000583","Hilborn","Samuel","m","09dec1834",NA,NA,"Q1799741","Samuel G. Hilborn",NA,NA
"US_Hinrichsen_William_1850","H000637","Hinrichsen","William","m","27may1850",NA,NA,"Q7870923","William H. Hinrichsen",NA,NA
"US_Holman_William_1822","H000732","Holman","William","m","06sep1822",NA,NA,"Q2580471","William S. Holman",NA,NA
"US_Howard_Milford_1862","H000843","Howard","Milford","m","18dec1862",NA,NA,"Q1934724","Milford W. Howard",NA,NA
"US_Howe_James_1839","H000852","Howe","James","m","27jan1839",NA,NA,"Q1033225","James R. Howe",NA,NA
"US_Hunter_Andrew_1831","H000980","Hunter","Andrew","m","17dec1831",NA,NA,"Q4757408","Andrew J. Hunter",NA,NA
"US_Hurley_Denis_1843","H001004","Hurley","Denis","m","14mar1843",NA,NA,"Q250499","Denis M. Hurley",NA,NA
"US_Johnson_Henry_1850","J000138","Johnson","Henry","m","28oct1850",NA,NA,"Q1607334","Henry U. Johnson",NA,NA
"US_Jones_James_1839","J000231","Jones","James","m","29sep1839",NA,NA,"Q452409","James K. Jones",NA,NA
"US_Jones_John_1829","J000237","Jones","John","m","27jan1829",NA,NA,"Q548159","John P. Jones (Nevada politician)",NA,NA
"US_Jones_William_1855","J000260","Jones","William","m","05apr1855",NA,NA,"Q1260918","William Carey Jones",NA,NA
"US_Kelley_John_1853","K000060","Kelley","John","m","27mar1853",NA,NA,"Q1699931","John Edward Kelley",NA,NA
"US_Kenney_Richard_1856","K000121","Kenney","Richard","m","09sep1856",NA,NA,"Q2150425","Richard R. Kenney",NA,NA
"US_Kirkpatrick_William_1844","K000241","Kirkpatrick","William","m","21apr1844",NA,NA,"Q8018246","William Sebring Kirkpatrick",NA,NA
"US_Knowles_Freeman_1846","K000293","Knowles","Freeman","m","10oct1846",NA,NA,"Q1453582","Freeman Knowles",NA,NA
"US_Kulp_Monroe_1858","K000338","Kulp","Monroe","m","23oct1858",NA,NA,"Q6902207","Monroe H. Kulp",NA,NA
"US_Kyle_James_1854","K000353","Kyle","James","m","24feb1854",NA,NA,"Q437176","James H. Kyle",NA,NA
"US_Love_William_1850","L000461","Love","William","m","29mar1850",NA,NA,"Q2578742","William F. Love",NA,NA
"US_Low_Philip_1836","L000471","Low","Philip","m","06may1836",NA,NA,"Q3182419","Philip B. Low",NA,NA
"US_Maguire_James_1853","M000059","Maguire","James","m","22feb1853",NA,NA,"Q1680423","James G. Maguire",NA,NA
"US_Mahany_Rowland_1864","M000062","Mahany","Rowland","m","28sep1864",NA,NA,"Q7372090","Rowland B. Mahany",NA,NA
"US_Marshall_George_1851","M000153","Marshall","George","m","14sep1851",NA,NA,"Q5535982","George Alexander Marshall",NA,NA
"US_Martin_Charles_1848","M000172","Martin","Charles","m","28aug1848",NA,NA,"Q1064671","Charles H. Martin (North Carolina politician)",NA,NA
"US_Maxwell_Samuel_1825","M000270","Maxwell","Samuel","m","20may1825",NA,NA,"Q2218630","Samuel Maxwell",NA,NA
"US_McCormick_Nelson_1847","M000370","McCormick","Nelson","m","20nov1847",NA,NA,"Q1976956","Nelson B. McCormick",NA,NA
"US_McDonald_John_1837","M000411","McDonald","John","m","24may1837",NA,NA,"Q2514142","John McDonald (Maryland politician)",NA,NA
"US_McEwan_Thomas_1854","M000431","McEwan","Thomas","m","26feb1854",NA,NA,"Q2426053","Thomas McEwan Jr.",NA,NA
"US_McIntire_William_1850","M000480","McIntire","William","m","30jun1850",NA,NA,"Q1457722","William W. McIntire",NA,NA
"US_McLaurin_John_1860","M000543","McLaurin","John","m","09may1860",NA,NA,"Q1700758","John L. McLaurin",NA,NA
"US_McMillin_Benton_1845","M000575","McMillin","Benton","m","11sep1845",NA,NA,"Q358665","Benton McMillin",NA,NA
"US_Miller_Warren_1847","M000761","Miller","Warren","m","02apr1847",NA,NA,"Q2549740","Warren Miller (West Virginia congressman)",NA,NA
"US_Milliken_Seth_1831","M000769","Milliken","Seth","m","12dec1831",NA,NA,"Q1379876","Seth L. Milliken",NA,NA
"US_Mills_Daniel_1838","M000773","Mills","Daniel","m","25feb1838",NA,NA,"Q5219002","Daniel W. Mills",NA,NA
"US_Mitchell_John_1858","M000822","Mitchell","John","m","18mar1858",NA,NA,"Q1446902","John M. Mitchell",NA,NA
"US_Morrill_Justin_1810","M000969","Morrill","Justin","m","14apr1810",NA,NA,"Q1045864","Justin S. Morrill",NA,NA
"US_Northway_Stephen_1833","N000144","Northway","Stephen","m","19jun1833",NA,NA,"Q1000841","Stephen A. Northway",NA,NA
"US_Odell_Benjamin_1854","O000036","Odell","Benjamin","m","14jan1854",NA,NA,"Q663205","Benjamin Odell (politician)",NA,NA
"US_Ogden_Henry_1842","O000044","Ogden","Henry","m","21oct1842",NA,NA,"Q1607382","Henry Warren Ogden",NA,NA
"US_Osborne_John_1858","O000113","Osborne","John","m","19jun1858",NA,NA,"Q382768","John Eugene Osborne",NA,NA
"US_Perkins_George_1840","P000233","Perkins","George","m","29feb1840",NA,NA,"Q1507183","George D. Perkins",NA,NA
"US_Peters_Mason_1844","P000254","Peters","Mason","m","03sep1844",NA,NA,"Q1387588","Mason S. Peters",NA,NA
"US_Pitney_Mahlon_1858","P000370","Pitney","Mahlon","m","05feb1858",NA,NA,"Q186278","Mahlon Pitney",NA,NA
"US_Plowman_Thomas_1843","P000388","Plowman","Thomas","m","08jun1843",NA,NA,"Q2427018","Thomas S. Plowman",NA,NA
"US_Pritchard_Jeter_1857","P000545","Pritchard","Jeter","m","12jul1857",NA,NA,"Q1688490","Jeter C. Pritchard",NA,NA
"US_Quigg_Lemuel_1863","Q000011","Quigg","Lemuel","m","12feb1863",NA,NA,"Q2791101","Lemuel E. Quigg",NA,NA
"US_Rawlins_Joseph_1850","R000073","Rawlins","Joseph","m","28mar1850",NA,NA,"Q1707466","Joseph L. Rawlins",NA,NA
"US_Royse_Lemuel_1847","R000490","Royse","Lemuel","m","19jan1847",NA,NA,"Q1367486","Lemuel W. Royse",NA,NA
"US_Sauerhering_Edward_1864","S000071","Sauerhering","Edward","m","24jun1864",NA,NA,"Q1293509","Edward Sauerhering",NA,NA
"US_Sayers_Joseph_1841","S000099","Sayers","Joseph","m","23sep1841",NA,NA,"Q883210","Joseph D. Sayers",NA,NA
"US_Shannon_Richard_1839","S000288","Shannon","Richard","m","12feb1839",NA,NA,"Q2597851","Richard C. Shannon",NA,NA
"US_Shuford_Alonzo_1858","S000389","Shuford","Alonzo","m","01mar1858",NA,NA,"Q1277534","Alonzo C. Shuford",NA,NA
"US_Simpkins_John_1862","S000428","Simpkins","John","m","27jun1862",NA,NA,"Q1701759","John Simpkins",NA,NA
"US_Simpson_Jeremiah_1842","S000432","Simpson","Jeremiah","m","31mar1842",NA,NA,"Q1687867","Jerry Simpson",NA,NA
"US_Skinner_Harry_1855","S000468","Skinner","Harry","m","25may1855",NA,NA,"Q1454561","Harry Skinner (politician)",NA,NA
"US_Snover_Horace_1847","S000658","Snover","Horace","m","21sep1847",NA,NA,"Q1627863","Horace G. Snover",NA,NA
"US_Spalding_George_1836","S000696","Spalding","George","m","12nov1836",NA,NA,"Q1508270","George Spalding",NA,NA
"US_Stone_Charles_1843","S000953","Stone","Charles","m","29jun1843",NA,NA,"Q5083370","Charles W. Stone",NA,NA
"US_Stone_William_1846","S000966","Stone","William","m","18apr1846",NA,NA,"Q883571","William A. Stone",NA,NA
"US_Strait_Thomas_1846","S000989","Strait","Thomas","m","25dec1846",NA,NA,"Q2425009","Thomas J. Strait",NA,NA
"US_Strode_Jesse_1845","S001007","Strode","Jesse","m","18feb1845",NA,NA,"Q1229162","Jesse B. Strode",NA,NA
"US_Strowd_William_1832","S001027","Strowd","William","m","07dec1832",NA,NA,"Q730358","William F. Strowd",NA,NA
"US_Sturtevant_John_1835","S001050","Sturtevant","John","m","20feb1835",NA,NA,"Q13219837","John C. Sturtevant",NA,NA
"US_Thorp_Robert_1850","T000244","Thorp","Robert","m","12mar1850",NA,NA,"Q2158962","Robert Taylor Thorp",NA,NA
"US_Todd_Albert_1850","T000291","Todd","Albert","m","03jun1850",NA,NA,"Q2638433","Albert M. Todd",NA,NA
"US_Turley_Thomas_1845","T000412","Turley","Thomas","m","05apr1845",NA,NA,"Q6217038","Thomas B. Turley",NA,NA
"US_Turner_George_1850","T000420","Turner","George","m","25feb1850",NA,NA,"Q177931","George Turner (American politician)",NA,NA
"US_Updegraff_Thomas_1834","U000019","Updegraff","Thomas","m","03apr1834",NA,NA,"Q2427815","Thomas Updegraff",NA,NA
"US_Vehslage_John_1842","V000080","Vehslage","John","m","20dec1842",NA,NA,"Q1192978","John H. G. Vehslage",NA,NA
"US_Vest_George_1830","V000091","Vest","George","m","06dec1830",NA,NA,"Q516255","George Graham Vest",NA,NA
"US_Vincent_William_1852","V000103","Vincent","William","m","11oct1852",NA,NA,"Q2578403","William D. Vincent",NA,NA
"US_Walker_James_1832","W000056","Walker","James","m","27aug1832",NA,NA,"Q1679906","James A. Walker",NA,NA
"US_Walker_Joseph_1829","W000062","Walker","Joseph","m","21dec1829",NA,NA,"Q599362","Joseph H. Walker",NA,NA
"US_Ward_William_1856","W000144","Ward","William","m","02sep1856",NA,NA,"Q3539740","William L. Ward",NA,NA
"US_Wellington_George_1852","W000279","Wellington","George","m","28jan1852",NA,NA,"Q465265","George L. Wellington",NA,NA
"US_White_George_1848","W000371","White","George","m","07mar1848",NA,NA,"Q5538801","George E. White (politician)",NA,NA
"US_Wilber_David_1859","W000453","Wilber","David","m","07dec1859",NA,NA,"Q5233513","David F. Wilber",NA,NA
